Value,Player,pV,3V,rV,aV,sV,bV,toV,ft%V,fg%V
11.558686463056326,James Harden,2.3393696275835136,2.8945810090918878,1.175188635415655,2.3460034299884174,1.9694795944631722,1.4081674708527812,-2.566040386106931,2.3932685744649826,-0.4013314926971542
11.27794951678392,Anthony Davis,1.7779015259048736,0.7644766760445507,1.667499685345315,1.0050921953075376,1.5725341587791108,3.6809194856377543,-1.4071834375425105,1.3673637114318693,0.849345515875419
10.072540507979435,Damian Lillard,2.041753113934806,2.693042836066031,0.7710029530896566,2.502070419530734,1.136330044805418,0.5319743778777174,-1.6652501364385397,1.9951461990004984,0.06647070011311192
9.671796526884496,Karl-Anthony Towns,1.8024524528562704,2.1441750580487637,1.9351088202898146,1.362043509241043,1.010174219422939,1.9151077603597824,-1.7805178189313395,0.32988164085958754,0.9533708847376353
9.494501534029572,Kyrie Irving,1.8666867195347336,1.8432382077963054,0.9227602244900504,1.9941029154901548,1.4463858141737536,0.7979615668165762,-1.4729738320250174,1.6792968192379525,0.41704309851506355
9.420203487643436,Kawhi Leonard,1.8442166783468394,1.4205407240535437,1.2636675532106973,1.530561448292882,1.9360329936308853,0.9239554984191933,-1.4809251077714414,1.7616921161861674,0.22046158327466803
9.393119729810955,Jusuf Nurkic,1.2007428259780906,0.164574839981813,1.836561611849129,1.2463143221813469,1.4731707366584528,3.1918462672663046,-1.34550494271516,1.0928407250595162,0.5325733435514605
9.284807960478492,John Collins,1.470551670632223,0.947308835017265,1.8179884129190667,0.45596865445659024,0.8100805824640716,2.5690469956045865,-1.0363324334134738,0.2192164646387106,2.0309787781594513
9.153407211884861,Hassan Whiteside,1.057497651332456,0.039301454324015044,2.4202231652325623,0.3627332728736755,0.41576596095652396,4.668670659583549,-1.0146777258496102,-0.6840855891639108,1.8879783625956017
8.042846661480125,Kristaps Porzingis,1.3912302097185492,1.6399738440292946,1.6974638774472053,0.5575616704495499,0.7706539100860806,3.2198449187335525,-0.9143967108387422,0.28653174782470897,-0.6060168059700755
7.983698131161952,Nikola Jokic,1.3588120506162247,0.7214239560846597,1.7451323835946955,2.1853182635508546,1.2475169376435216,0.9619262723268314,-1.7539098315998627,0.4018234615289141,1.115654637416114
